Date,High,Low,Open,Close,Volume,Adj Close
2014-08-01,583.4299926757812,570.2999877929688,578.5499877929688,573.5999755859375,2213300,573.5999755859375
2014-08-04,583.8200073242188,572.260009765625,576.510009765625,582.27001953125,1519400,582.27001953125
2014-08-05,580.2000122070312,570.3099975585938,579.3800048828125,573.1400146484375,1643800,573.1400146484375
2014-08-06,578.6400146484375,567.4500122070312,569.5,574.489990234375,1322800,574.489990234375
2014-08-07,578.3099975585938,569.4299926757812,576.0499877929688,571.8099975585938,1163000,571.8099975585938
2014-08-08,579.5599975585938,569.02001953125,572.02001953125,577.9400024414062,1493300,577.9400024414062
2014-08-11,579.6900024414062,575.2999877929688,579.0,577.25,1203400,577.25
2014-08-12,575.9000244140625,569.9099731445312,575.0,572.1199951171875,1394500,572.1199951171875
2014-08-13,586.1300048828125,575.2000122070312,576.4500122070312,584.5599975585938,1899400,584.5599975585938
2014-08-14,587.7999877929688,580.9199829101562,586.6900024414062,584.6500244140625,1272900,584.6500244140625
2014-08-15,589.469970703125,580.760009765625,587.5,583.7100219726562,1723400,583.7100219726562
2014-08-18,595.0499877929688,586.5499877929688,587.0999755859375,592.7000122070312,1466000,592.7000122070312
2014-08-19,597.8099975585938,594.4400024414062,595.5900268554688,597.1099853515625,1043200,597.1099853515625
2014-08-20,596.989990234375,593.0,596.9500122070312,595.4099731445312,967300,595.4099731445312
2014-08-21,595.25,591.0999755859375,594.9000244140625,592.4199829101562,1132000,592.4199829101562
2014-08-22,594.989990234375,589.7999877929688,593.27001953125,592.5399780273438,877200,592.5399780273438
2014-08-25,595.5800170898438,589.260009765625,594.77001953125,590.5700073242188,1295600,590.5700073242188
2014-08-26,592.0499877929688,587.4500122070312,592.0,588.1199951171875,1471700,588.1199951171875
2014-08-27,589.3699951171875,580.9000244140625,587.8099975585938,583.0,1364600,583.0
2014-08-28,584.7100219726562,577.8800048828125,580.02001953125,580.3200073242188,1405800,580.3200073242188
2014-08-29,582.9000244140625,578.239990234375,582.3499755859375,582.3599853515625,1206100,582.3599853515625
2014-09-02,589.2999877929688,582.4000244140625,582.9500122070312,588.6300048828125,1583000,588.6300048828125
2014-09-03,594.489990234375,586.5,591.72998046875,589.52001953125,1579000,589.52001953125
2014-09-04,598.0,590.5999755859375,592.1300048828125,593.1400146484375,1630800,593.1400146484375
